ID,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
241,Maruti,Alto 800LXI,"£240,599.00",2013,Hyderabad,Petrol,80448KM,Manual,1,5352
242,Maruti,SwiftVDI ABS,"£499,699.00",2016,Hyderabad,Diesel,82732KM,Manual,2,11116
243,Maruti,Swift DzireVDI BS IV,"£516,299.00",2014,Hyderabad,Diesel,81540KM,Manual,1,11485
244,Maruti,AltoLXI,"£144,899.00",2007,Hyderabad,Petrol,132515KM,Manual,1,3223
245,Maruti,Swift DzireZXI 1.2 BS IV,"£504,499.00",2015,Hyderabad,Petrol,106675KM,Manual,1,11222
246,Maruti,SwiftVDI,"£330,199.00",2011,Hyderabad,Diesel,110597KM,Manual,1,7345
247,Hyundai,Elite i20SPORTZ 1.2,"£602,599.00",2017,Hyderabad,Petrol,87864KM,Manual,2,13404
248,Honda,CityV AT,"£448,599.00",2010,Hyderabad,Petrol,93900KM,Automatic,1,9979
249,Toyota,Innova Crysta2.4 GX 8 STR,"£1,548,699.00",2019,Hyderabad,Diesel,187062KM,Manual,1,34450
250,Toyota,Innova Crysta2.8 ZX AT 7 STR,"£1,799,599.00",2017,Hyderabad,Diesel,71780KM,Automatic,2,40031
251,Maruti,Swift DzireVDI BS IV,"£477,399.00",2013,Hyderabad,Diesel,85864KM,Manual,2,10619
252,Maruti,SwiftVDI,"£402,299.00",2012,Hyderabad,Diesel,109540KM,Manual,2,8949
253,Maruti,Wagon R 1.0VXI,"£362,199.00",2014,Hyderabad,Petrol,90978KM,Manual,2,8057
254,Hyundai,i10SPORTZ 1.2 AT KAPPA2,"£373,699.00",2011,Hyderabad,Petrol,116395KM,Automatic,1,8313
255,Maruti,Alto 800LXI CNG,"£249,599.00",2012,Hyderabad,Petrol + CNG,103748KM,Manual,1,5552
256,Maruti,AltoLXI,"£168,299.00",2009,Hyderabad,Petrol + LPG,155996KM,Manual,1,3744
257,Maruti,Wagon R 1.0VXI,"£325,499.00",2012,Hyderabad,Petrol,105694KM,Manual,1,7241
258,Maruti,Swift DzireVXI 1.2 BS IV,"£402,499.00",2012,Hyderabad,Petrol,112871KM,Manual,1,8953
259,Maruti,Swift DzireZXI 1.2 BS IV,"£518,799.00",2015,Hyderabad,Petrol,90617KM,Manual,2,11540
260,Maruti,CiazALPHA 1.3 DDIS SHVS,"£711,499.00",2017,Hyderabad,Diesel,110150KM,Manual,1,15827
261,Hyundai,Creta1.6 SX PLUS DIESEL,"£888,699.00",2015,Hyderabad,Diesel,55867KM,Manual,1,19769
262,Maruti,SwiftZDI,"£460,199.00",2012,Hyderabad,Diesel,101039KM,Manual,1,10237
263,Maruti,S CrossZETA 1.3,"£926,399.00",2018,Hyderabad,Diesel,43847KM,Manual,1,20607
264,Volkswagen,PoloTRENDLINE 1.2L PETROL,"£462,799.00",2015,Hyderabad,Petrol,65120KM,Manual,1,10295
265,Maruti,Swift DzireVXI 1.2 BS IV,"£504,399.00",2015,Hyderabad,Petrol,101946KM,Manual,2,11220
266,Maruti,AltoLXI,"£195,599.00",2011,Hyderabad,Petrol,118602KM,Manual,1,4351
267,Hyundai,XcentSX 1.1 CRDI,"£462,499.00",2015,Hyderabad,Diesel,109973KM,Manual,1,10288
268,Hyundai,Elite i20SPORTZ 1.2,"£596,999.00",2017,Hyderabad,Petrol,97090KM,Manual,1,13280
269,Maruti,RitzVDI,"£313,699.00",2011,Hyderabad,Diesel,133129KM,Manual,1,6978
270,Hyundai,i10SPORTZ 1.2 KAPPA2,"£326,599.00",2010,Hyderabad,Petrol,131057KM,Manual,1,7265
271,Maruti,CelerioVXI AMT,"£351,199.00",2014,Hyderabad,Petrol,141639KM,Automatic,3,7812
272,Maruti,SwiftVDI,"£393,699.00",2013,Hyderabad,Diesel,111864KM,Manual,2,8758
273,Maruti,Alto K10VXI,"£306,599.00",2012,Hyderabad,Petrol,80217KM,Manual,1,6820
274,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,"£482,799.00",2015,Hyderabad,Petrol,66196KM,Manual,2,10740
275,Maruti,Alto K10VXI,"£218,699.00",2012,Hyderabad,Petrol,103887KM,Manual,1,4865
276,Maruti,S CrossZETA 1.3,"£738,841.00",2017,Hyderabad,Diesel,111332KM,Manual,1,16435
277,Maruti,Swift DzireVDI BS IV,"£451,599.00",2013,Hyderabad,Diesel,108673KM,Manual,2,10046
278,Maruti,SwiftVDI ABS,"£470,299.00",2015,Hyderabad,Diesel,98101KM,Manual,1,10462
279,Toyota,EtiosGD,"£521,099.00",2017,Hyderabad,Diesel,86972KM,Manual,2,11592
280,Honda,CityV AT,"£407,599.00",2010,Hyderabad,Petrol,167063KM,Automatic,1,9067
281,Maruti,RitzVDI,"£307,999.00",2011,Hyderabad,Diesel,114828KM,Manual,2,6851
282,Toyota,Innova Crysta2.4 VX 8 STR,"£1,775,899.00",2018,Hyderabad,Diesel,83837KM,Manual,2,39504
283,Maruti,BalenoALPHA DDIS 190,"£753,199.00",2018,Hyderabad,Diesel,93565KM,Manual,1,16754
284,Volkswagen,PoloCOMFORTLINE 1.5L DIESEL,"£456,299.00",2015,Hyderabad,Diesel,130613KM,Manual,2,10150
285,Maruti,Swift DzireVDI BS IV,"£514,899.00",2015,Hyderabad,Diesel,97036KM,Manual,1,11454
286,Maruti,Swift DzireVDI,"£453,899.00",2013,Hyderabad,Diesel,156746KM,Manual,1,10097
287,Ford,Figo1.4 ZXI DURATORQ,"£295,599.00",2014,Hyderabad,Diesel,120930KM,Manual,1,6575
288,Maruti,Swift DzireVXI 1.2 BS IV,"£511,899.00",2015,Hyderabad,Petrol,94320KM,Manual,1,11387
289,Maruti,SwiftVDI,"£398,899.00",2012,Hyderabad,Diesel,164028KM,Manual,1,8873
290,Hyundai,Santro XingGLS LPG,"£269,599.00",2012,Hyderabad,Petrol + LPG,129644KM,Manual,2,5997
291,Maruti,SwiftVXI,"£430,099.00",2014,Hyderabad,Petrol,101747KM,Manual,1,9567
292,Maruti,Vitara BrezzaVDI AMT,"£861,499.00",2018,Hyderabad,Diesel,81477KM,Manual,2,19164
293,Maruti,S CrossZETA 1.3,"£732,231.00",2017,Hyderabad,Diesel,120461KM,Manual,1,16288
294,Maruti,BalenoALPHA DDIS 190,"£600,799.00",2016,Hyderabad,Diesel,126738KM,Manual,1,13364
295,Maruti,Wagon R DuoLXI LPG,"£242,099.00",2010,Hyderabad,Petrol + LPG,151076KM,Manual,2,5385
296,Toyota,Fortuner3.0 MT 4X4,"£932,199.00",2009,Hyderabad,Diesel,215378KM,Manual,2,20736
297,Maruti,Alto 800VXI,"£251,599.00",2014,Hyderabad,Petrol,167062KM,Manual,1,5597
298,Maruti,DzireVDI,"£599,499.00",2017,Hyderabad,Diesel,175702KM,Manual,2,13336
299,Maruti,SwiftZDI,"£489,499.00",2015,Hyderabad,Diesel,171277KM,Manual,1,10889
300,Maruti,Swift DzireVXI 1.3,"£327,599.00",2009,Hyderabad,Petrol,173278KM,Manual,2,7287
301,Maruti,Alto K10VXI,"£329,399.00",2014,Hyderabad,Petrol,118885KM,Manual,2,7327
302,Maruti,BalenoZETA DDIS 190,"£575,199.00",2016,Hyderabad,Diesel,200759KM,Manual,1,12795
303,Maruti,Vitara BrezzaVDI AMT,"£763,999.00",2018,Hyderabad,Diesel,99039KM,Manual,2,16995
304,Toyota,Innova Crysta2.4 VX 8 STR,"£1,826,199.00",2018,Hyderabad,Diesel,181973KM,Manual,1,40623
305,Maruti,BalenoALPHA 1.2 K12,"£634,699.00",2018,Hyderabad,Petrol,142383KM,Manual,1,14119
306,Maruti,Swift DzireVXI 1.2 BS IV,"£519,999.00",2015,Hyderabad,Petrol,158948KM,Manual,1,11567
307,Maruti,Alto 800LXI,"£244,799.00",2012,Hyderabad,Petrol,126194KM,Manual,2,5445
308,Maruti,Alto K10VXI,"£239,999.00",2015,Hyderabad,Petrol,234522KM,Manual,1,5339
309,Toyota,Innova Crysta2.4 VX 8 STR,"£1,588,499.00",2017,Hyderabad,Diesel,147554KM,Manual,1,35335
310,Maruti,ErtigaVDI ABS,"£573,199.00",2014,Hyderabad,Diesel,149390KM,Manual,1,12750
311,Toyota,Innova2.5 VX 8 STR BS IV,"£1,054,499.00",2015,Hyderabad,Diesel,143896KM,Manual,2,23457
312,Maruti,Swift DzireVDI BS IV,"£496,099.00",2013,Hyderabad,Diesel,227373KM,Manual,1,11035
313,Maruti,Alto K10VXI,"£286,599.00",2015,Hyderabad,Petrol,33573KM,Manual,1,6375
314,Maruti,Eeco5 STR WITH AC PLUSHTR,"£376,499.00",2017,Hyderabad,Petrol,13599KM,Manual,2,8375
315,Hyundai,NEW SANTRO1.1 SPORTS AMT,"£486,399.00",2018,Hyderabad,Petrol,16286KM,Manual,1,10820
316,Hyundai,i10MAGNA 1.2,"£291,199.00",2010,Hyderabad,Petrol,44483KM,Manual,1,6478
317,Maruti,Eeco5 STR WITH AC PLUSHTR,"£437,999.00",2019,Hyderabad,Petrol,15083KM,Manual,1,9743
318,Maruti,CelerioZXI OPT,"£464,899.00",2018,Hyderabad,Petrol,30292KM,Manual,1,10341
319,Renault,Kwid1.0 RXT Opt,"£408,499.00",2019,Hyderabad,Petrol,3145KM,Manual,1,9087
320,Maruti,Eeco5 STR WITH AC PLUSHTR,"£430,799.00",2019,Hyderabad,Petrol,12696KM,Manual,1,9583
321,Maruti,Alto K10VXI,"£271,399.00",2015,Hyderabad,Petrol,47133KM,Manual,1,6037
322,Hyundai,i20SPORTZ 1.2 O,"£301,599.00",2010,Hyderabad,Petrol,53951KM,Manual,2,6709
323,Hyundai,Elite i20ASTA 1.2,"£575,099.00",2016,Hyderabad,Petrol,30356KM,Manual,1,12793
324,Volkswagen,AmeoHIGHLINE 1.2,"£502,099.00",2016,Hyderabad,Petrol,42970KM,Manual,2,11169
325,Maruti,Wagon R 1.0VXI,"£340,099.00",2014,Hyderabad,Petrol,58748KM,Manual,2,7565
326,Maruti,,"£283,899.00",2018,Hyderabad,Petrol,45120KM,,1,6315
327,Hyundai,Creta1.6 SX PLUS PETROL,"£976,055.00",2017,Hyderabad,Petrol,29907KM,Manual,1,21712
328,Hyundai,i10SPORTZ 1.2 AT KAPPA2,"£326,199.00",2010,Hyderabad,Petrol,78735KM,Automatic,1,7256
329,Hyundai,AccentGLE,"£166,099.00",2008,Hyderabad,Petrol,90511KM,Manual,2,3695
330,Maruti,IGNISZETA 1.2 K12,"£475,399.00",2018,Hyderabad,Petrol,67543KM,Manual,1,10575
331,Toyota,Innova2.5 GX 8 STR BS IV,"£730,399.00",2012,Hyderabad,Diesel,105927KM,Manual,1,16247
332,Maruti,Vitara BrezzaVDI AMT,"£967,199.00",2019,Hyderabad,Diesel,40871KM,Manual,1,21515
333,Hyundai,Santro XingGLS,"£205,499.00",2007,Hyderabad,Petrol,118115KM,Manual,1,4571
334,Maruti,AltoLXI,"£236,999.00",2011,Hyderabad,Petrol,23837KM,Manual,1,5272
335,Hyundai,Santro XingGLS,"£328,699.00",2013,Hyderabad,Petrol,22856KM,Manual,1,7312
336,Maruti,AltoLXI,"£252,999.00",2012,Hyderabad,Petrol,21215KM,Manual,1,5628
337,Maruti,CelerioVXI AMT,"£383,299.00",2015,Hyderabad,Petrol,34106KM,Automatic,1,8526
338,Maruti,Alto 800LXI,"£341,699.00",2018,Hyderabad,Petrol,7321KM,Manual,1,7601
339,Maruti,New  Wagon-RVXI 1.2L,"£494,499.00",2019,Hyderabad,Petrol,15186KM,Manual,1,11000
340,Maruti,DzireVXI,"£622,801.00",2017,Hyderabad,Petrol,12576KM,Manual,1,13854
341,Maruti,,"£295,099.00",2018,Hyderabad,Petrol,23497KM,,1,6564
342,Maruti,SwiftVXI,"£435,699.00",2012,Hyderabad,Petrol,32021KM,Manual,1,9692
343,Hyundai,i20 Active1.2 S,"£567,099.00",2015,Hyderabad,Petrol,40206KM,Manual,1,12615
344,Honda,Amaze1.5 VXMT I DTEC,"£414,999.00",2013,Hyderabad,Diesel,59316KM,Manual,1,9231
345,Maruti,Alto 800VXI,"£274,699.00",2014,Hyderabad,Petrol,37757KM,Manual,2,6111
346,Hyundai,Santro XingGLS,"£190,599.00",2008,Hyderabad,Petrol,41859KM,Manual,1,4240
347,Hyundai,i10SPORTZ 1.2 AT KAPPA2,"£396,699.00",2011,Hyderabad,Petrol,47620KM,Automatic,2,8824
348,Maruti,Wagon R 1.0VXI,"£333,299.00",2012,Hyderabad,Petrol,14631KM,Manual,1,7414
349,Nissan,MicraXE DIESEL,"£301,599.00",2013,Hyderabad,Diesel,50151KM,Manual,1,6709
350,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,"£524,299.00",2017,Hyderabad,Petrol,26290KM,Manual,1,11663
351,Hyundai,i10SPORTZ 1.2 AT KAPPA2,"£329,999.00",2011,Hyderabad,Petrol,70484KM,Automatic,2,7341
352,Maruti,SwiftLXI,"£516,799.00",2018,Hyderabad,Petrol,24945KM,Manual,2,11496
353,Maruti,AltoLXI,"£186,999.00",2010,Hyderabad,Petrol,63438KM,Manual,1,4160
354,Maruti,Wagon R 1.0LXI CNG,"£353,799.00",2013,Hyderabad,Petrol + CNG,51098KM,Manual,1,7870
355,Hyundai,i10MAGNA,"£241,199.00",2008,Hyderabad,Petrol,45699KM,Manual,1,5365
356,Maruti,Swift DzireVDI,"£471,499.00",2013,Hyderabad,Diesel,52330KM,Manual,2,10488
357,Tata,TiagoXZ 1.2 REVOTRON,"£484,099.00",2017,Hyderabad,Petrol,28119KM,Manual,2,10769
358,Maruti,,"£280,299.00",2018,Hyderabad,Petrol,25568KM,,1,6235
359,Maruti,Swift DzireZXI 1.2 BS IV,"£543,699.00",2015,Hyderabad,Petrol,71639KM,Manual,1,12094
360,Maruti,Eeco5 STR WITH AC PLUSHTR,"£418,499.00",2018,Hyderabad,Petrol,30818KM,Manual,1,9309
361,Hyundai,Elite i20SPORTZ 1.4,"£623,199.00",2016,Hyderabad,Diesel,35670KM,Manual,1,13863
362,Maruti,Eeco5 STR WITH AC PLUSHTR,"£364,999.00",2017,Hyderabad,Petrol,41736KM,Manual,1,8119
363,Hyundai,i10MAGNA 1.2,"£273,799.00",2010,Hyderabad,Petrol,75181KM,Manual,1,6091
364,Maruti,Alto 800LXI OPT,"£341,299.00",2017,Hyderabad,Petrol,39752KM,Manual,1,7592
365,Maruti,Wagon R 1.0LXI,"£266,299.00",2010,Hyderabad,Petrol,75181KM,Manual,1,5924
366,Hyundai,Santro XingGL,"£164,199.00",2008,Hyderabad,Petrol + LPG,84985KM,Manual,1,3653
367,Maruti,Alto K10VXI,"£241,599.00",2013,Hyderabad,Petrol,61444KM,Manual,2,5374
368,Honda,Jazz1.2 V AT,"£506,699.00",2015,Hyderabad,Petrol,64455KM,Automatic,2,11271
369,Hyundai,XcentSX 1.2 OPT,"£554,899.00",2014,Hyderabad,Petrol,65833KM,Manual,1,12343
370,Volkswagen,PoloHIGHLINE1.2L PETROL,"£301,899.00",2011,Hyderabad,Petrol,81993KM,Manual,2,6716
371,Maruti,RitzZXI,"£351,899.00",2014,Hyderabad,Petrol,65000KM,Manual,1,7828
372,Hyundai,Santro XingXO ERLX EURO III,"£166,399.00",2007,Hyderabad,Petrol,52521KM,Manual,2,3701
373,Hyundai,Elite i201.4 MAGNA PLUS CRDI,"£598,499.00",2019,Hyderabad,Diesel,28724KM,Manual,1,13313
374,Maruti,IGNISSIGMA 1.2 K12,"£431,099.00",2018,Hyderabad,Petrol,54250KM,Manual,1,9590
375,Maruti,BalenoZETA 1.2 K12,"£620,899.00",2018,Hyderabad,Petrol,37546KM,Manual,1,13812
376,Renault,,"£333,099.00",2016,Hyderabad,Petrol,63653KM,,1,7410
377,Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,"£554,399.00",2017,Hyderabad,Petrol,44185KM,Manual,1,12332
378,Maruti,AltoVXI,"£364,699.00",2019,Hyderabad,Petrol,26234KM,Manual,1,8113
379,Skoda,OctaviaStyle 1.4 TSI MT,"£1,399,899.00",2017,Hyderabad,Petrol,47108KM,Manual,1,31140
380,Maruti,SwiftVXI 1.3,"£310,199.00",2008,Hyderabad,Petrol,84544KM,Manual,1,6900
381,Maruti,CelerioZXI AMT,"£407,599.00",2016,Hyderabad,Petrol,60903KM,Automatic,2,9067
382,Maruti,Vitara BrezzaZDI,"£730,099.00",2016,Hyderabad,Diesel,37380KM,Manual,1,16241
383,Ford,Ecosport1.5TITANIUM TDCI,"£784,599.00",2018,Hyderabad,Diesel,71483KM,Manual,1,17453
384,Hyundai,Elite i20ASTA 1.2 (O),"£740,899.00",2019,Hyderabad,Petrol,35244KM,Manual,1,16481
385,Maruti,SwiftLDI,"£303,299.00",2009,Hyderabad,Diesel,100009KM,Manual,1,6747
386,Hyundai,Verna1.6 SX VTVT,"£842,899.00",2018,Hyderabad,Petrol,52588KM,Manual,1,18750
387,Maruti,Alto K10LXI,"£186,799.00",2010,Hyderabad,Petrol,102362KM,Manual,2,4155
388,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,"£1,078,899.00",2019,Hyderabad,Diesel,47337KM,Manual,1,24000
389,Hyundai,i10MAGNA 1.2 KAPPA2,"£245,199.00",2011,Hyderabad,Petrol,116983KM,Manual,2,5454
390,Maruti,SwiftLDI BS IV,"£391,599.00",2013,Hyderabad,Diesel,85915KM,Manual,1,8711
391,Hyundai,Verna1.6 CRDI SX + AT,"£1,110,899.00",2018,Hyderabad,Diesel,32419KM,Automatic,1,24711
392,Audi,Q335 TDI Quattro,"£1,433,799.00",2015,Hyderabad,Diesel,87654KM,Automatic,1,31894
393,Maruti,BalenoALPHA DDIS 190,"£668,099.00",2018,Hyderabad,Diesel,60058KM,Manual,2,14861
394,Ford,Ecosport1.5 TREND TI VCT,"£530,199.00",2015,Hyderabad,Petrol,86039KM,Manual,1,11794
395,Maruti,Wagon R 1.0VXI,"£342,499.00",2014,Hyderabad,Petrol,92313KM,Manual,1,7619
396,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,"£1,117,099.00",2019,Hyderabad,Diesel,39518KM,Manual,1,24849
397,Maruti,SX4VXI,"£268,699.00",2008,Hyderabad,Petrol,125711KM,Manual,2,5977
398,Hyundai,Creta1.6 CRDI SX PLUS AUTO,"£951,099.00",2016,Hyderabad,Diesel,108963KM,Automatic,1,21157
399,Hyundai,,"£857,799.00",2018,Hyderabad,Diesel,89645KM,,1,19081
400,Hyundai,Creta1.6 SX PLUS DIESEL,"£1,087,699.00",2017,Hyderabad,Diesel,122673KM,Manual,2,24195
401,Maruti,Swift DzireVDI BS IV,"£458,899.00",2014,Hyderabad,Diesel,155205KM,Manual,2,10208
402,Ford,Ecosport1.5 TREND+ TDCI,"£653,199.00",2018,Hyderabad,Diesel,106245KM,Manual,2,14530
403,Toyota,Innova2.5 VX 7 STR BS IV,"£571,599.00",2012,Hyderabad,Diesel,134217KM,Manual,1,12715
404,Maruti,SwiftVXI OPT,"£510,299.00",2017,Hyderabad,Petrol,29996KM,Manual,2,11351
405,Honda,CityV MT PETROL,"£612,299.00",2014,Hyderabad,Petrol,40511KM,Manual,1,13620
406,Maruti,CiazALPHA 1.5 MT VVT SHVS,"£732,799.00",2018,Hyderabad,Petrol,18515KM,Manual,1,16301
407,Maruti,S CrossZETA 1.3 SHVS,"£886,199.00",2018,Hyderabad,Diesel,22987KM,Manual,1,19713
408,Hyundai,i20 Active1.4 SX,"£660,699.00",2016,Hyderabad,Diesel,57997KM,Manual,1,14697
409,Maruti,Swift DzireVXI 1.2 BS IV,"£531,299.00",2016,Hyderabad,Petrol,69673KM,Manual,1,11818
410,Maruti,Alto K10VXI,"£218,599.00",2011,Delhi,Petrol,20354KM,Manual,1,4863
411,Maruti,AltoLXI,"£145,899.00",2008,Delhi,Petrol,22357KM,Manual,1,3245
412,Hyundai,,"£807,999.00",2021,Delhi,Petrol,2589KM,,1,17973
413,Maruti,SwiftLXI OPT,"£407,099.00",2016,Delhi,Petrol,29893KM,Manual,1,9056
414,Maruti,Alto 800LXI,"£278,899.00",2015,Delhi,Petrol,9217KM,Manual,1,6204
415,Maruti,Alto 800VXI,"£346,499.00",2014,Delhi,Petrol,12535KM,Manual,1,7708
416,Maruti,Alto K10LXI,"£308,899.00",2015,Delhi,Petrol,10957KM,Manual,1,6871
417,Mahindra,Kuv100K2 6 STR,"£374,199.00",2016,Delhi,Petrol,11817KM,Manual,1,8324
418,Honda,Amaze1.2 SMT I VTEC,"£383,299.00",2015,Delhi,Petrol,32655KM,Manual,1,8526
419,Maruti,RitzLXI,"£249,199.00",2010,Delhi,Petrol,26740KM,Manual,1,5543
420,Maruti,CelerioVXI,"£455,999.00",2018,Delhi,Petrol,6644KM,Manual,1,10143
421,Maruti,AltoLXI,"£190,499.00",2011,Delhi,Petrol,29954KM,Manual,1,4238
422,Hyundai,NEW SANTRO1.1 MAGNA MT,"£453,999.00",2019,Delhi,Petrol,8632KM,Manual,1,10099
423,Maruti,Alto 800LXI,"£304,999.00",2017,Delhi,Petrol,9527KM,Manual,1,6785
424,Maruti,SwiftLXI,"£571,699.00",2020,Delhi,Petrol,1755KM,Manual,1,12717
425,Maruti,Wagon R 1.0VXI,"£327,699.00",2014,Delhi,Petrol,17178KM,Manual,1,7289
426,Hyundai,Grand i10SPORTZ O 1.2,"£505,000.00",2017,Delhi,Petrol,8055KM,Manual,1,11233
427,Maruti,Swift DzireVDI BS IV,"£311,499.00",2012,Delhi,Diesel,48390KM,Manual,1,6929
428,Maruti,Alto K10VXI,"£201,699.00",2012,Delhi,Petrol,35139KM,Manual,2,4487
429,Renault,KwidRXT Opt,"£295,599.00",2015,Delhi,Petrol,20231KM,Manual,1,6575
430,Hyundai,EonERA PLUS,"£245,000.00",2013,Delhi,Petrol,20439KM,Manual,2,5450
431,Maruti,ErtigaZXI SMART HYBRID,"£926,299.00",2019,Delhi,Petrol,353KM,Manual,1,20605
432,Maruti,AltoLXI,"£359,499.00",2020,Delhi,Petrol,2723KM,Manual,1,7997
433,Hyundai,Grand i10MAGNA 1.2 VTVT,"£379,499.00",2017,Delhi,Petrol,27050KM,Manual,1,8442
434,Maruti,Alto 800LXI,"£254,099.00",2015,Delhi,Petrol,26525KM,Manual,2,5652
435,Hyundai,Grand i10Sportz(O) 1.2 MT,"£450,399.00",2017,Delhi,Petrol,26243KM,Manual,1,10019
436,Maruti,AltoLXI,"£424,299.00",2020,Delhi,Petrol,3276KM,Manual,1,9438
437,Maruti,Alto 800LXI,"£314,699.00",2016,Delhi,Petrol,21305KM,Manual,1,7000
438,Maruti,SwiftVDI ABS,"£479,299.00",2017,Delhi,Diesel,16646KM,Manual,1,10662
439,Maruti,SwiftZXI,"£449,099.00",2012,Delhi,Petrol,15538KM,Manual,1,9990
440,Ford,Figo1.2 EXI DURATEC,"£256,199.00",2011,Delhi,Petrol,22423KM,Manual,1,5699
441,Maruti,CelerioZXI,"£359,199.00",2014,Delhi,Petrol,35828KM,Manual,2,7990
442,Hyundai,Grand i10MAGNA 1.2 VTVT,"£350,099.00",2013,Delhi,Petrol,40273KM,Manual,1,7788
443,Hyundai,EonERA PLUS,"£214,299.00",2014,Delhi,Petrol,44012KM,Manual,1,4767
444,Maruti,Alto K10VXI,"£309,299.00",2017,Delhi,Petrol,8300KM,Manual,1,6880
445,Maruti,Swift DzireVDI BS IV,"£393,299.00",2013,Delhi,Diesel,39947KM,Manual,1,8749
446,Maruti,Alto K10VXI,"£390,099.00",2017,Delhi,Petrol,11691KM,Manual,1,8678
447,Maruti,,"£360,999.00",2017,Delhi,Petrol,20764KM,,2,8030
448,Maruti,SwiftLXI,"£485,599.00",2018,Delhi,Petrol,12268KM,Manual,1,10802
449,Maruti,SwiftVXI,"£370,399.00",2014,Delhi,Petrol,34710KM,Manual,2,8239
450,Maruti,BalenoSIGMA 1.2 K12,"£620,899.00",2020,Delhi,Petrol,4151KM,Manual,1,13812
451,Maruti,Wagon RLXI MINOR,"£170,699.00",2009,Delhi,Petrol,36035KM,Manual,1,3797
452,Maruti,SwiftVXI,"£405,000.00",2014,Delhi,Petrol,31059KM,Manual,1,9009
453,Maruti,Swift DzireVDI BS IV,"£376,999.00",2013,Delhi,Diesel,44284KM,Manual,1,8386
454,Maruti,RitzVXI BS IV,"£204,099.00",2011,Delhi,Petrol,41762KM,Manual,1,4540
455,Maruti,SwiftVDI,"£312,399.00",2013,Delhi,Diesel,39124KM,Manual,1,6949
456,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,"£445,799.00",2017,Delhi,Petrol,15673KM,Manual,1,9917
457,Maruti,Alto 800LXI,"£265,699.00",2014,Delhi,Petrol,31745KM,Manual,1,5910
458,Maruti,Alto 800LXI,"£286,599.00",2017,Delhi,Petrol,18113KM,Manual,1,6375
459,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,"£415,399.00",2016,Delhi,Petrol,26951KM,Manual,1,9240
460,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,"£410,499.00",2016,Delhi,Petrol,19017KM,Manual,2,9131
461,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,"£384,699.00",2013,Delhi,Petrol,43969KM,Manual,1,8557
462,Maruti,SwiftVDI,"£336,499.00",2012,Delhi,Diesel,35969KM,Manual,1,7485
463,Hyundai,EonERA PLUS,"£278,199.00",2016,Delhi,Petrol,14776KM,Manual,1,6188
464,Mahindra,XUV 3OOW4 PETROL,"£752,399.00",2020,Delhi,Petrol,6037KM,Manual,1,16737
465,Hyundai,i10SPORTZ 1.2 AT KAPPA2,"£299,099.00",2012,Delhi,Petrol,36725KM,Automatic,1,6653
466,Toyota,EtiosVX,"£374,599.00",2011,Delhi,Petrol,29699KM,Manual,1,8333
467,Maruti,S PRESSOVXI,"£430,399.00",2020,Delhi,Petrol,6100KM,Manual,1,9574
468,Honda,Jazz1.2 X I VTEC,"£358,599.00",2012,Delhi,Petrol,32514KM,Manual,2,7977
469,Maruti,SwiftLXI,"£382,099.00",2013,Delhi,Petrol,26908KM,Manual,1,8500
470,Hyundai,EonD LITE PLUS,"£262,699.00",2014,Delhi,Petrol,12398KM,Manual,1,5844
471,Toyota,EtiosVX,"£362,399.00",2011,Delhi,Petrol,49654KM,Manual,2,8061
472,Maruti,AltoLXI,"£188,899.00",2010,Delhi,Petrol,29645KM,Manual,1,4202
473,Hyundai,EonD LITE PLUS,"£187,000.00",2013,Delhi,Petrol,35108KM,Manual,2,4160
474,Maruti,SwiftVXI,"£243,099.00",2010,Delhi,Petrol,35253KM,Manual,1,5408
475,Maruti,Alto 800LXI,"£310,599.00",2018,Delhi,Petrol,15838KM,Manual,1,6909
476,Renault,KwidRXT,"£294,799.00",2016,Delhi,Petrol,23421KM,Manual,1,6558
477,Maruti,IGNISSIGMA 1.2 K12,"£509,499.00",2020,Delhi,Petrol,1878KM,Manual,1,11334
478,Hyundai,EonMAGNA PLUS,"£290,000.00",2015,Delhi,Petrol,20494KM,Manual,1,6451
479,Maruti,Alto 800LXI,"£284,299.00",2015,Delhi,Petrol,7245KM,Manual,1,6324
480,Maruti,RitzZXI,"£256,799.00",2010,Delhi,Petrol,41832KM,Manual,1,5712
481,Maruti,Swift DzireVDI BS IV,"£408,699.00",2013,Delhi,Diesel,33554KM,Manual,1,9091
482,Maruti,RitzVXI BS IV,"£297,799.00",2013,Delhi,Petrol,36846KM,Manual,2,6624
483,Maruti,Alto K10LXI,"£235,299.00",2012,Delhi,Petrol,33175KM,Manual,1,5234
484,Hyundai,EonD LITE PLUS,"£203,711.00",2012,Delhi,Petrol,31289KM,Manual,1,4531
485,Maruti,SwiftVDI,"£338,999.00",2012,Delhi,Diesel,47140KM,Manual,1,7541
